block,model,variant,concurrency,repetition,source,metric,value,statistic,unit
8,4B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c16,inter_token_latency,2.8654198027807487,p90,ms
8,4B,vllm_baseline,16,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c16,inter_token_latency,2.929191475843137,p99,ms
8,4B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c16,inter_token_latency,2.876138467529412,p99,ms
8,4B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c16,inter_token_latency,2.874554475372549,p99,ms
8,4B,vllm_baseline,16,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c16,interactivity,341.39113412248355,derived,tokens/s/user
8,4B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c16,interactivity,347.6884062744708,derived,tokens/s/user
8,4B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c16,interactivity,347.8799962106815,derived,tokens/s/user
8,4B,vllm_baseline,16,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c16,interactivity,346.93493255679806,derived_p90,tokens/s/user
8,4B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c16,interactivity,348.87459915462,derived_p90,tokens/s/user
8,4B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c16,interactivity,348.989002948032,derived_p90,tokens/s/user
8,4B,vllm_baseline,16,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c16,output_token_throughput,5087.292944151942,avg,tokens/s
8,4B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c16,output_token_throughput,5089.655539520795,avg,tokens/s
8,4B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c16,output_token_throughput,5136.853142218802,avg,tokens/s
8,4B,vllm_baseline,16,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c16,time_to_first_token,85.01684484999998,p99,ms
8,4B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c16,time_to_first_token,94.25748848,p99,ms
8,4B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c16,time_to_first_token,79.95069366,p99,ms
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,inter_chunk_latency,5.18670025,p99,ms
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,inter_chunk_latency,5.11965925,p99,ms
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,inter_chunk_latency,5.185098439999988,p99,ms
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,inter_token_latency,3.1603762313725485,p90,ms
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,inter_token_latency,3.1404212991523854,p90,ms
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,inter_token_latency,3.1360439811764707,p90,ms
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,inter_token_latency,3.20849889827451,p99,ms
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,inter_token_latency,3.205292857333333,p99,ms
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,inter_token_latency,3.2149256792156864,p99,ms
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,interactivity,311.672227949895,derived,tokens/s/user
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,interactivity,311.983972919079,derived,tokens/s/user
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,interactivity,311.04918115679743,derived,tokens/s/user
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,interactivity,316.4180232951888,derived_p90,tokens/s/user
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,interactivity,318.4286134697611,derived_p90,tokens/s/user
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,interactivity,318.8730789498861,derived_p90,tokens/s/user
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,output_token_throughput,8959.660804528743,avg,tokens/s
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,output_token_throughput,9005.352377806288,avg,tokens/s
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,output_token_throughput,9016.578503788198,avg,tokens/s
8,4B,vllm_baseline,32,1,b200-block8-20260922/4B/vllm_baseline/vllm_baseline/c32,time_to_first_token,144.34707852,p99,ms
8,4B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_baseline/vllm_baseline/c32,time_to_first_token,123.26842744,p99,ms
8,4B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_baseline/vllm_baseline/c32,time_to_first_token,121.30066572,p99,ms
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,acceptance_length,4.6248654467169,avg,tokens
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,acceptance_length,4.651616398771898,avg,tokens
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,acceptance_length,4.6953352769679295,avg,tokens
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,inter_chunk_latency,9.248241489999998,p99,ms
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,inter_chunk_latency,12.16305228,p99,ms
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,inter_chunk_latency,9.984878750000002,p99,ms
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,inter_token_latency,2.2737148431372547,p90,ms
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,inter_token_latency,2.5771092125490194,p90,ms
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,inter_token_latency,2.1106371490196083,p90,ms
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,inter_token_latency,2.561038531294118,p99,ms
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,inter_token_latency,2.7656112354509808,p99,ms
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,inter_token_latency,2.5709910007058827,p99,ms
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,interactivity,390.4665969608392,derived,tokens/s/user
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,interactivity,361.5837205104978,derived,tokens/s/user
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,interactivity,388.9550759708779,derived,tokens/s/user
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,interactivity,439.8088894120986,derived_p90,tokens/s/user
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,interactivity,388.03167329136966,derived_p90,tokens/s/user
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,interactivity,473.7905804721102,derived_p90,tokens/s/user
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,output_token_throughput,531.877049906657,avg,tokens/s
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,output_token_throughput,473.17858600101033,avg,tokens/s
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,output_token_throughput,544.3067850711429,avg,tokens/s
8,4B,vllm_dflash,1,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c1,time_to_first_token,47.45720217000004,p99,ms
8,4B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c1,time_to_first_token,56.97875573000003,p99,ms
8,4B,vllm_dflash,1,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c1,time_to_first_token,46.55407382000001,p99,ms
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,acceptance_length,4.605721949038891,avg,tokens
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,acceptance_length,4.645626690712353,avg,tokens
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,acceptance_length,4.534095908490981,avg,tokens
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,inter_chunk_latency,46.63523870000002,p99,ms
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,inter_chunk_latency,57.88969266,p99,ms
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,inter_chunk_latency,46.26792596000001,p99,ms
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,inter_token_latency,2.512749305490196,p90,ms
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,inter_token_latency,3.025318054901961,p90,ms
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,inter_token_latency,2.373225919215686,p90,ms
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,inter_token_latency,2.7895093638431367,p99,ms
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,inter_token_latency,3.902478204117647,p99,ms
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,inter_token_latency,2.6426796765882354,p99,ms
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,interactivity,358.4859807110629,derived,tokens/s/user
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,interactivity,256.2474273257602,derived,tokens/s/user
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,interactivity,378.403787965337,derived,tokens/s/user
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,interactivity,397.97046120560617,derived_p90,tokens/s/user
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,interactivity,330.5437583263972,derived_p90,tokens/s/user
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,interactivity,421.3673851710183,derived_p90,tokens/s/user
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,output_token_throughput,927.7992969368152,avg,tokens/s
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,output_token_throughput,733.3571624231538,avg,tokens/s
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,output_token_throughput,912.071287611549,avg,tokens/s
8,4B,vllm_dflash,2,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c2,time_to_first_token,86.18198839999998,p99,ms
8,4B,vllm_dflash,2,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c2,time_to_first_token,124.57767017,p99,ms
8,4B,vllm_dflash,2,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c2,time_to_first_token,93.44786247,p99,ms
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,acceptance_length,4.576794843298511,avg,tokens
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,acceptance_length,4.680889695869269,avg,tokens
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,acceptance_length,4.540171692714066,avg,tokens
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,inter_chunk_latency,47.08779192,p99,ms
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,inter_chunk_latency,50.32411949999999,p99,ms
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,inter_chunk_latency,46.82754986,p99,ms
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,inter_token_latency,2.7425371313725493,p90,ms
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,inter_token_latency,2.8468406392156864,p90,ms
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,inter_token_latency,2.9800299129411774,p90,ms
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,inter_token_latency,3.283987008196075,p99,ms
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,inter_token_latency,3.3888754320583594,p99,ms
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,inter_token_latency,3.764103865215686,p99,ms
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,interactivity,304.5079038084592,derived,tokens/s/user
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,interactivity,295.083138949316,derived,tokens/s/user
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,interactivity,265.66748310031005,derived,tokens/s/user
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,interactivity,364.6258745454188,derived_p90,tokens/s/user
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,interactivity,351.2665887316767,derived_p90,tokens/s/user
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,interactivity,335.5671014097431,derived_p90,tokens/s/user
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,output_token_throughput,1567.2120259171088,avg,tokens/s
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,output_token_throughput,1542.2463686693254,avg,tokens/s
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,output_token_throughput,1556.9216744346527,avg,tokens/s
8,4B,vllm_dflash,4,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c4,time_to_first_token,104.40556732999995,p99,ms
8,4B,vllm_dflash,4,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c4,time_to_first_token,123.7801519599998,p99,ms
8,4B,vllm_dflash,4,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c4,time_to_first_token,100.90125829,p99,ms
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,acceptance_length,4.553332596440809,avg,tokens
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,acceptance_length,4.564346575190882,avg,tokens
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,acceptance_length,4.60843306117884,avg,tokens
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,inter_chunk_latency,48.92305564,p99,ms
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,inter_chunk_latency,51.34771772,p99,ms
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,inter_chunk_latency,47.70612780000001,p99,ms
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,inter_token_latency,3.7653503047058816,p90,ms
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,inter_token_latency,4.105383413221288,p90,ms
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,inter_token_latency,3.5886442247058823,p90,ms
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,inter_token_latency,4.527650647725489,p99,ms
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,inter_token_latency,4.548737315137255,p99,ms
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,inter_token_latency,4.33475546290196,p99,ms
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,interactivity,220.86509711219884,derived,tokens/s/user
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,interactivity,219.84122861353356,derived,tokens/s/user
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,interactivity,230.69352090522236,derived,tokens/s/user
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,interactivity,265.57953950531885,derived_p90,tokens/s/user
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,interactivity,243.5826083331277,derived_p90,tokens/s/user
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,interactivity,278.6567676772021,derived_p90,tokens/s/user
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,output_token_throughput,2464.3774998064614,avg,tokens/s
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,output_token_throughput,2389.607878156104,avg,tokens/s
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,output_token_throughput,2544.61701895941,avg,tokens/s
8,4B,vllm_dflash,8,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c8,time_to_first_token,126.71919338999992,p99,ms
8,4B,vllm_dflash,8,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c8,time_to_first_token,151.81708465999998,p99,ms
8,4B,vllm_dflash,8,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c8,time_to_first_token,137.90074359,p99,ms
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,acceptance_length,4.669612007929764,avg,tokens
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,acceptance_length,4.632808988764046,avg,tokens
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,acceptance_length,4.631942882842365,avg,tokens
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,inter_chunk_latency,51.85563218,p99,ms
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,inter_chunk_latency,52.76399885999999,p99,ms
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,inter_chunk_latency,48.94743400000001,p99,ms
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,inter_token_latency,4.909405084313726,p90,ms
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,inter_token_latency,5.126368963137255,p90,ms
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,inter_token_latency,4.976406341960785,p90,ms
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,inter_token_latency,6.226246091215685,p99,ms
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,inter_token_latency,6.448365830470589,p99,ms
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,inter_token_latency,6.40986020172549,p99,ms
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,interactivity,160.61042004280114,derived,tokens/s/user
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,interactivity,155.07805020532186,derived,tokens/s/user
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,interactivity,156.00964272681125,derived,tokens/s/user
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,interactivity,203.6906677746246,derived_p90,tokens/s/user
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,interactivity,195.0698451849272,derived_p90,tokens/s/user
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,interactivity,200.94822072065438,derived_p90,tokens/s/user
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,output_token_throughput,3820.352559947932,avg,tokens/s
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,output_token_throughput,3754.001498750935,avg,tokens/s
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,output_token_throughput,3831.354667929659,avg,tokens/s
8,4B,vllm_dflash,16,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c16,time_to_first_token,145.54117404,p99,ms
8,4B,vllm_dflash,16,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c16,time_to_first_token,154.07753916999997,p99,ms
8,4B,vllm_dflash,16,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c16,time_to_first_token,146.27378506999997,p99,ms
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,acceptance_length,4.62970969734404,avg,tokens
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,acceptance_length,4.6284695910864135,avg,tokens
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,acceptance_length,4.616717520924894,avg,tokens
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,inter_chunk_latency,51.925517930000005,p99,ms
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,inter_chunk_latency,56.3097391,p99,ms
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,inter_chunk_latency,54.70371303999999,p99,ms
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,inter_token_latency,6.964196296862745,p90,ms
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,inter_token_latency,7.519676192156863,p90,ms
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,inter_token_latency,6.931334829019607,p90,ms
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,inter_token_latency,8.736278564000001,p99,ms
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,inter_token_latency,9.489920186431371,p99,ms
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,inter_token_latency,8.803704455921569,p99,ms
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,interactivity,114.46521452747028,derived,tokens/s/user
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,interactivity,105.37496420989858,derived,tokens/s/user
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,interactivity,113.5885472992426,derived,tokens/s/user
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,interactivity,143.5915872231349,derived_p90,tokens/s/user
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,interactivity,132.98444965529436,derived_p90,tokens/s/user
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,interactivity,144.27235513328154,derived_p90,tokens/s/user
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,output_token_throughput,5589.484625330949,avg,tokens/s
8,4B,vllm_dflash,32,2,b200-repeats-20260922/rep2-block8/4B/vllm_dflash/vllm_dflash/c32,output_token_throughput,5225.84827184291,avg,tokens/s
8,4B,vllm_dflash,32,3,b200-repeats-20260922/rep3-block8/4B/vllm_dflash/vllm_dflash/c32,output_token_throughput,5541.94473205255,avg,tokens/s
8,4B,vllm_dflash,32,1,b200-block8-20260922/4B/vllm_dflash/vllm_dflash/c32,time_to_first_token,177.44795847,p99,ms
